bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1725796,2035,HB56,1,Introduced,2023-03-07,"In preliminary provisions, further providing for definitions and for application.","An Act amending the act of November 10, 1999 (P.L.491, No.45), known as the Pennsylvania Construction Code Act, in preliminary provisions, further providing for definitions and for application.",4869,"House Tourism and Economic and Recreational Development",2023-03-07,"Referred to TOURISM AND ECONOMIC AND RECREATIONAL DEVELOPMENT",https://legiscan.com/PA/bill/HB56/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=56
1725720,2035,HB57,1,Introduced,2023-03-07,"In powers and duties, providing for application form for licenses, certificates, registrations and permits.","An Act amending Title 63 (Professions and Occupations (State Licensed)) of the Pennsylvania Consolidated Statutes, in powers and duties, providing for application form for licenses, certificates, registrations and permits.",57,"House Professional Licensure",2023-03-07,"Referred to PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/HB57/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=57
1725750,2035,HB58,1,Introduced,2023-03-07,"Amending the act of June 25, 1931 (P.L.1352, No.332), referred to as the Delaware River Joint Toll Bridge Compact, providing for veto power by the Governor over certain actions; further providing for audits; and providing the Governor of each state with power to ratify or veto certain actions taken by commissioners.","An Act amending the act of June 25, 1931 (P.L.1352, No.332), referred to as the Delaware River Joint Toll Bridge Compact, providing for veto power by the Governor over certain actions; further providing for audits; and providing the Governor of each state with power to ratify or veto certain actions taken by commissioners.",61,"House Transportation",2023-03-07,"Referred to TRANSPORTATION",https://legiscan.com/PA/bill/HB58/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=58
1725441,2035,HB59,1,Introduced,2023-03-07,"In hunting and furtaking, further providing for interference with lawful taking of wildlife or other activities permitted by this title prohibited.","An Act amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in hunting and furtaking, further providing for interference with lawful taking of wildlife or other activities permitted by this title prohibited.",48,"House Game & Fisheries",2023-03-07,"Referred to GAME AND FISHERIES",https://legiscan.com/PA/bill/HB59/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=59
1725509,2035,HB60,1,Introduced,2023-03-07,"In corporate net income tax, further providing for definitions.","An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in corporate net income tax, further providing for definitions.",47,"House Finance",2023-03-07,"Referred to FINANCE",https://legiscan.com/PA/bill/HB60/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=60
1725651,2035,HB61,1,Introduced,2023-03-07,"In general provisions, providing for electronic tax lien filing and centralized repository; and making a repeal.","An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in general provisions, providing for electronic tax lien filing and centralized repository; and making a repeal.",47,"House Finance",2023-03-07,"Referred to FINANCE",https://legiscan.com/PA/bill/HB61/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=61
1725419,2035,HB62,1,Introduced,2023-03-07,"In protection of purchasers relating to condominiums, further providing for public offering statement and general provisions and for resales of units; in protection of cooperative interest purchasers, further providing for public offering statement and general provisions and for resales of cooperative interests; and, in protection of purchasers relating to planned communities, further providing for public offering statement and general provisions and for resales of units.","An Act amending Title 68 (Real and Personal Property) of the Pennsylvania Consolidated Statutes, in protection of purchasers relating to condominiums, further providing for public offering statement and general provisions and for resales of units; in protection of cooperative interest purchasers, further providing for public offering statement and general provisions and for resales of cooperative interests; and, in protection of purchasers relating to planned communities, further providing for public offering statement and general provisions and for resales of units.",53,"House Judiciary",2023-03-07,"Referred to JUDICIARY",https://legiscan.com/PA/bill/HB62/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=62
1725867,2035,HB63,1,Introduced,2023-03-07,"In firearms and other dangerous articles, further providing for limitation on the regulation of firearms and ammunition; and, in preemptions, providing for regulation of firearms and ammunition.","An Act amending Titles 18 (Crimes and Offenses) and 53 (Municipalities Generally) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for limitation on the regulation of firearms and ammunition; and, in preemptions, providing for regulation of firearms and ammunition.",53,"House Judiciary",2023-03-07,"Referred to JUDICIARY",https://legiscan.com/PA/bill/HB63/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=63
1726029,2035,HB64,1,Introduced,2023-03-07,"Establishing causes of action for State employees who were terminated from employment or missed pay due to the employee's COVID-19 vaccination status.","An Act establishing causes of action for State employees who were terminated from employment or missed pay due to the employee's COVID-19 vaccination status.",1790,"House Labor And Industry",2023-03-07,"Referred to LABOR AND INDUSTRY",https://legiscan.com/PA/bill/HB64/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=64
1726079,2035,HB65,1,Introduced,2023-03-07,"In emergency medical services system, further providing for emergency medical responders, for emergency medical technicians, for advanced emergency medical technicians and for paramedics.","An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in emergency medical services system, further providing for emergency medical responders, for emergency medical technicians, for advanced emergency medical technicians and for paramedics.",1809,"House Health",2023-03-07,"Referred to HEALTH",https://legiscan.com/PA/bill/HB65/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=65
1725584,2035,HB66,1,Introduced,2023-03-07,"Limiting assignment of State-owned vehicles.","An Act limiting assignment of State-owned vehicles.",1790,"House Labor And Industry",2023-03-07,"Referred to LABOR AND INDUSTRY",https://legiscan.com/PA/bill/HB66/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=66
